Imbalance settlement period (CET/CEST),+ Imbalance Price [EUR/MWh] - SCA|HR,- Imbalance Price [EUR/MWh] - SCA|HR,Currency,Status,Total Imbalance [MWh] - SCA|HR,Difference,Situation,Status
14.11.2023 07:00 - 14.11.2023 08:00,65.21,65.21,EUR,Final,39,5,Surplus,Final
14.11.2023 08:00 - 14.11.2023 09:00,59.93,59.93,EUR,Final,16,3,Surplus,Final
14.11.2023 09:00 - 14.11.2023 10:00,52.92,52.92,EUR,Final,9,2,Surplus,Final
14.11.2023 10:00 - 14.11.2023 11:00,46.07,46.07,EUR,Final,18,5,Surplus,Final
14.11.2023 11:00 - 14.11.2023 12:00,101.95,101.95,EUR,Final,103,9,Deficit,Final
14.11.2023 12:00 - 14.11.2023 13:00,103.72,103.72,EUR,Final,202,5,Deficit,Final
14.11.2023 13:00 - 14.11.2023 14:00,109.51,109.51,EUR,Final,155,7,Deficit,Final
14.11.2023 14:00 - 14.11.2023 15:00,117.17,117.17,EUR,Final,114,1,Deficit,Final
14.11.2023 15:00 - 14.11.2023 16:00,133.91,133.91,EUR,Final,67,2,Deficit,Final
14.11.2023 16:00 - 14.11.2023 17:00,168.71,168.71,EUR,Final,26,1,Deficit,Final
14.11.2023 17:00 - 14.11.2023 18:00,78.06,78.06,EUR,Final,13,10,Surplus,Final
14.11.2023 18:00 - 14.11.2023 19:00,77.72,77.72,EUR,Final,1,-1,Surplus,Final
14.11.2023 19:00 - 14.11.2023 20:00,165.48,165.48,EUR,Final,45,2,Deficit,Final
14.11.2023 20:00 - 14.11.2023 21:00,155.46,155.46,EUR,Final,85,-15,Deficit,Final
14.11.2023 21:00 - 14.11.2023 22:00,141.08,141.08,EUR,Final,63,0,Deficit,Final
14.11.2023 22:00 - 14.11.2023 23:00,117.21,117.21,EUR,Final,42,7,Deficit,Final
14.11.2023 23:00 - 15.11.2023 00:00,51.3,51.3,EUR,Final,7,0,Surplus,Final
15.11.2023 00:00 - 15.11.2023 01:00,113.54,113.54,EUR,Final,111,-14,Deficit,Final
15.11.2023 01:00 - 15.11.2023 02:00,106.99,106.99,EUR,Final,127,-1,Deficit,Final
15.11.2023 02:00 - 15.11.2023 03:00,102.06,102.06,EUR,Final,68,-1,Deficit,Final
15.11.2023 03:00 - 15.11.2023 04:00,98.97,98.97,EUR,Final,15,-4,Deficit,Final
15.11.2023 04:00 - 15.11.2023 05:00,104.23,104.23,EUR,Final,8,-1,Deficit,Final
15.11.2023 05:00 - 15.11.2023 06:00,58.58,58.58,EUR,Final,56,2,Surplus,Final
15.11.2023 06:00 - 15.11.2023 07:00,155.6,155.6,EUR,Final,55,-16,Deficit,Final
15.11.2023 07:00 - 15.11.2023 08:00,178.12,178.12,EUR,Final,19,-2,Deficit,Final
15.11.2023 08:00 - 15.11.2023 09:00,77.12,77.12,EUR,Final,17,1,Surplus,Final
15.11.2023 09:00 - 15.11.2023 10:00,167.45,167.45,EUR,Final,21,-6,Deficit,Final
15.11.2023 10:00 - 15.11.2023 11:00,145.28,145.28,EUR,Final,111,-17,Deficit,Final
15.11.2023 11:00 - 15.11.2023 12:00,127.49,127.49,EUR,Final,54,8,Deficit,Final
15.11.2023 12:00 - 15.11.2023 13:00,57.18,57.18,EUR,Final,24,24,Surplus,Final
15.11.2023 13:00 - 15.11.2023 14:00,58.96,58.96,EUR,Final,32,23,Surplus,Final
15.11.2023 14:00 - 15.11.2023 15:00,143.15,143.15,EUR,Final,25,23,Deficit,Final
15.11.2023 15:00 - 15.11.2023 16:00,164.85,164.85,EUR,Final,18,1,Deficit,Final
15.11.2023 16:00 - 15.11.2023 17:00,79.09,79.09,EUR,Final,126,23,Surplus,Final
15.11.2023 17:00 - 15.11.2023 18:00,87.17,87.17,EUR,Final,197,19,Surplus,Final
15.11.2023 18:00 - 15.11.2023 19:00,77.94,77.94,EUR,Final,10,7,Surplus,Final
15.11.2023 19:00 - 15.11.2023 20:00,169.79,169.79,EUR,Final,146,2,Deficit,Final
15.11.2023 20:00 - 15.11.2023 21:00,157.78,157.78,EUR,Final,129,-13,Deficit,Final
15.11.2023 21:00 - 15.11.2023 22:00,141.76,141.76,EUR,Final,153,-7,Deficit,Final
15.11.2023 22:00 - 15.11.2023 23:00,55,55,EUR,Final,43,7,Deficit,Final
15.11.2023 23:00 - 16.11.2023 00:00,117.89,117.89,EUR,Final,129,-12,Deficit,Final
16.11.2023 00:00 - 16.11.2023 01:00,119.66,119.66,EUR,Final,98,-4,Deficit,Final
16.11.2023 01:00 - 16.11.2023 02:00,116.56,116.56,EUR,Final,69,4,Deficit,Final
16.11.2023 02:00 - 16.11.2023 03:00,107.31,107.31,EUR,Final,83,2,Deficit,Final
16.11.2023 03:00 - 16.11.2023 04:00,105.45,105.45,EUR,Final,68,-5,Deficit,Final
16.11.2023 04:00 - 16.11.2023 05:00,114.17,114.17,EUR,Final,74,-3,Deficit,Final
16.11.2023 05:00 - 16.11.2023 06:00,127.99,127.99,EUR,Final,82,-12,Deficit,Final
16.11.2023 06:00 - 16.11.2023 07:00,154.98,154.98,EUR,Final,124,-46,Deficit,Final
16.11.2023 07:00 - 16.11.2023 08:00,177.66,177.66,EUR,Final,120,0,Deficit,Final
16.11.2023 08:00 - 16.11.2023 09:00,181.99,181.99,EUR,Final,83,2,Deficit,Final
16.11.2023 09:00 - 16.11.2023 10:00,77.15,77.15,EUR,Final,12,0,Deficit,Final
16.11.2023 10:00 - 16.11.2023 11:00,168.14,168.14,EUR,Final,64,4,Deficit,Final
16.11.2023 11:00 - 16.11.2023 12:00,163.27,163.27,EUR,Final,31,5,Deficit,Final
16.11.2023 12:00 - 16.11.2023 13:00,73.58,73.58,EUR,Final,67,20,Surplus,Final
16.11.2023 13:00 - 16.11.2023 14:00,75.85,75.85,EUR,Final,84,14,Surplus,Final
16.11.2023 14:00 - 16.11.2023 15:00,81.91,81.91,EUR,Final,10,14,Surplus,Final
16.11.2023 15:00 - 16.11.2023 16:00,209.22,209.22,EUR,Final,33,7,Deficit,Final
16.11.2023 16:00 - 16.11.2023 17:00,99.61,99.61,EUR,Final,74,17,Surplus,Final
16.11.2023 17:00 - 16.11.2023 18:00,108.26,108.26,EUR,Final,173,16,Surplus,Final
16.11.2023 18:00 - 16.11.2023 19:00,108.83,108.83,EUR,Final,96,13,Surplus,Final
16.11.2023 19:00 - 16.11.2023 20:00,87.41,87.41,EUR,Final,70,16,Surplus,Final
16.11.2023 20:00 - 16.11.2023 21:00,72.83,72.83,EUR,Final,24,17,Surplus,Final
16.11.2023 21:00 - 16.11.2023 22:00,69,69,EUR,Final,15,20,Surplus,Final
16.11.2023 22:00 - 16.11.2023 23:00,66.12,66.12,EUR,Final,17,19,Surplus,Final
16.11.2023 23:00 - 17.11.2023 00:00,60.51,60.51,EUR,Final,25,12,Surplus,Final
17.11.2023 00:00 - 17.11.2023 01:00,63.6,63.6,EUR,Final,6,22,Surplus,Final
17.11.2023 01:00 - 17.11.2023 02:00,140,140,EUR,Final,8,6,Deficit,Final
17.11.2023 02:00 - 17.11.2023 03:00,57.59,57.59,EUR,Final,24,-1,Surplus,Final
17.11.2023 03:00 - 17.11.2023 04:00,129.88,129.88,EUR,Final,13,0,Deficit,Final
17.11.2023 04:00 - 17.11.2023 05:00,57.42,57.42,EUR,Final,105,23,Surplus,Final
17.11.2023 05:00 - 17.11.2023 06:00,61.92,61.92,EUR,Final,92,8,Surplus,Final
17.11.2023 06:00 - 17.11.2023 07:00,85.35,85.35,EUR,Final,94,12,Surplus,Final
17.11.2023 07:00 - 17.11.2023 08:00,90.58,90.58,EUR,Final,110,5,Surplus,Final
17.11.2023 08:00 - 17.11.2023 09:00,98.3,98.3,EUR,Final,162,9,Surplus,Final
17.11.2023 09:00 - 17.11.2023 10:00,93.86,93.86,EUR,Final,125,7,Surplus,Final
17.11.2023 10:00 - 17.11.2023 11:00,86.7,86.7,EUR,Final,108,2,Surplus,Final
17.11.2023 11:00 - 17.11.2023 12:00,86.93,86.93,EUR,Final,60,2,Surplus,Final
17.11.2023 12:00 - 17.11.2023 13:00,81.51,81.51,EUR,Final,165,30,Surplus,Final
17.11.2023 13:00 - 17.11.2023 14:00,79.38,79.38,EUR,Final,288,43,Surplus,Final
17.11.2023 14:00 - 17.11.2023 15:00,84.69,84.69,EUR,Final,263,37,Surplus,Final
17.11.2023 15:00 - 17.11.2023 16:00,89.1,89.1,EUR,Final,188,26,Surplus,Final
17.11.2023 16:00 - 17.11.2023 17:00,95.17,95.17,EUR,Final,3,-12,Surplus,Final
17.11.2023 17:00 - 17.11.2023 18:00,102.42,102.42,EUR,Final,34,24,Surplus,Final
17.11.2023 18:00 - 17.11.2023 19:00,73.39,73.39,EUR,Final,1,9,Surplus,Final
17.11.2023 19:00 - 17.11.2023 20:00,161.9,161.9,EUR,Final,23,7,Deficit,Final
17.11.2023 20:00 - 17.11.2023 21:00,73.67,73.67,EUR,Final,79,18,Surplus,Final
17.11.2023 21:00 - 17.11.2023 22:00,68.13,68.13,EUR,Final,142,21,Surplus,Final
17.11.2023 22:00 - 17.11.2023 23:00,61.49,61.49,EUR,Final,23,8,Surplus,Final
17.11.2023 23:00 - 18.11.2023 00:00,112.56,112.56,EUR,Final,234,-40,Deficit,Final
18.11.2023 00:00 - 18.11.2023 01:00,147.31,147.31,EUR,Final,164,3,Deficit,Final
18.11.2023 01:00 - 18.11.2023 02:00,128.58,128.58,EUR,Final,113,6,Deficit,Final
18.11.2023 02:00 - 18.11.2023 03:00,126.85,126.85,EUR,Final,107,2,Deficit,Final
18.11.2023 03:00 - 18.11.2023 04:00,117.24,117.24,EUR,Final,88,-1,Deficit,Final
18.11.2023 04:00 - 18.11.2023 05:00,111.33,111.33,EUR,Final,123,6,Deficit,Final
18.11.2023 05:00 - 18.11.2023 06:00,115.3,115.3,EUR,Final,121,10,Deficit,Final
18.11.2023 06:00 - 18.11.2023 07:00,113.73,113.73,EUR,Final,170,-24,Deficit,Final
18.11.2023 07:00 - 18.11.2023 08:00,128.91,128.91,EUR,Final,182,-29,Deficit,Final
18.11.2023 08:00 - 18.11.2023 09:00,132.58,132.58,EUR,Final,61,12,Deficit,Final
18.11.2023 09:00 - 18.11.2023 10:00,54.13,54.13,EUR,Final,38,5,Surplus,Final
18.11.2023 10:00 - 18.11.2023 11:00,49.31,49.31,EUR,Final,37,22,Surplus,Final
18.11.2023 11:00 - 18.11.2023 12:00,47.07,47.07,EUR,Final,2,10,Surplus,Final
18.11.2023 12:00 - 18.11.2023 13:00,112.43,112.43,EUR,Final,76,1,Deficit,Final
18.11.2023 13:00 - 18.11.2023 14:00,114.53,114.53,EUR,Final,114,-1,Deficit,Final
18.11.2023 14:00 - 18.11.2023 15:00,122.2,122.2,EUR,Final,134,-9,Deficit,Final
18.11.2023 15:00 - 18.11.2023 16:00,139.28,139.28,EUR,Final,236,-32,Deficit,Final
18.11.2023 16:00 - 18.11.2023 17:00,152.46,152.46,EUR,Final,131,-35,Deficit,Final
18.11.2023 17:00 - 18.11.2023 18:00,156.02,156.02,EUR,Final,71,6,Deficit,Final
18.11.2023 18:00 - 18.11.2023 19:00,70.56,70.56,EUR,Final,8,14,Surplus,Final
18.11.2023 19:00 - 18.11.2023 20:00,148.97,148.97,EUR,Final,36,12,Deficit,Final
18.11.2023 20:00 - 18.11.2023 21:00,136.57,136.57,EUR,Final,83,5,Deficit,Final
18.11.2023 21:00 - 18.11.2023 22:00,103.98,103.98,EUR,Final,44,14,Deficit,Final
18.11.2023 22:00 - 18.11.2023 23:00,93.51,93.51,EUR,Final,89,1,Deficit,Final
18.11.2023 23:00 - 19.11.2023 00:00,30.82,30.82,EUR,Final,11,8,Surplus,Final
19.11.2023 00:00 - 19.11.2023 01:00,14.25,14.25,EUR,Final,5,6,Surplus,Final
19.11.2023 01:00 - 19.11.2023 02:00,12.63,12.63,EUR,Final,73,-4,Deficit,Final
19.11.2023 02:00 - 19.11.2023 03:00,2.46,2.46,EUR,Final,39,-1,Surplus,Final
19.11.2023 03:00 - 19.11.2023 04:00,0.08,0.08,EUR,Final,66,-1,Surplus,Final
19.11.2023 04:00 - 19.11.2023 05:00,0.04,0.04,EUR,Final,71,-3,Surplus,Final
19.11.2023 05:00 - 19.11.2023 06:00,0.05,0.05,EUR,Final,65,-1,Surplus,Final
19.11.2023 06:00 - 19.11.2023 07:00,1.4,1.4,EUR,Final,44,-1,Surplus,Final
19.11.2023 07:00 - 19.11.2023 08:00,3.35,3.35,EUR,Final,10,-5,Surplus,Final
19.11.2023 08:00 - 19.11.2023 09:00,8.03,8.03,EUR,Final,27,-3,Surplus,Final
19.11.2023 09:00 - 19.11.2023 10:00,10.1,10.1,EUR,Final,1,-1,Surplus,Final
19.11.2023 10:00 - 19.11.2023 11:00,7.06,7.06,EUR,Final,11,-1,Surplus,Final
19.11.2023 11:00 - 19.11.2023 12:00,16.44,16.44,EUR,Final,0,1,Balanced,Final
19.11.2023 12:00 - 19.11.2023 13:00,6.52,6.52,EUR,Final,37,5,Surplus,Final
19.11.2023 13:00 - 19.11.2023 14:00,12.66,12.66,EUR,Final,40,4,Surplus,Final
19.11.2023 14:00 - 19.11.2023 15:00,23.95,23.95,EUR,Final,56,3,Surplus,Final
19.11.2023 15:00 - 19.11.2023 16:00,43.42,43.42,EUR,Final,4,7,Surplus,Final
19.11.2023 16:00 - 19.11.2023 17:00,131.82,131.82,EUR,Final,8,-14,Deficit,Final
19.11.2023 17:00 - 19.11.2023 18:00,135.18,135.18,EUR,Final,11,9,Surplus,Final
19.11.2023 18:00 - 19.11.2023 19:00,65,65,EUR,Final,10,7,Surplus,Final
19.11.2023 19:00 - 19.11.2023 20:00,151.07,151.07,EUR,Final,28,14,Deficit,Final
19.11.2023 20:00 - 19.11.2023 21:00,58.15,58.15,EUR,Final,1,9,Surplus,Final
19.11.2023 21:00 - 19.11.2023 22:00,121.86,121.86,EUR,Final,10,0,Deficit,Final
19.11.2023 22:00 - 19.11.2023 23:00,52.83,52.83,EUR,Final,14,12,Surplus,Final
19.11.2023 23:00 - 20.11.2023 00:00,48.03,48.03,EUR,Final,45,8,Surplus,Final
20.11.2023 00:00 - 20.11.2023 01:00,40.98,40.98,EUR,Final,20,3,Surplus,Final
20.11.2023 01:00 - 20.11.2023 02:00,87.75,87.75,EUR,Final,9,-1,Deficit,Final
20.11.2023 02:00 - 20.11.2023 03:00,83.87,83.87,EUR,Final,30,0,Deficit,Final
20.11.2023 03:00 - 20.11.2023 04:00,81.09,81.09,EUR,Final,13,2,Deficit,Final
20.11.2023 04:00 - 20.11.2023 05:00,89.01,89.01,EUR,Final,16,0,Deficit,Final
20.11.2023 05:00 - 20.11.2023 06:00,48.26,48.26,EUR,Final,69,16,Surplus,Final
20.11.2023 06:00 - 20.11.2023 07:00,65.93,65.93,EUR,Final,40,-1,Surplus,Final
20.11.2023 07:00 - 20.11.2023 08:00,80.38,80.38,EUR,Final,45,7,Surplus,Final
20.11.2023 08:00 - 20.11.2023 09:00,185.68,185.68,EUR,Final,11,5,Deficit,Final
20.11.2023 09:00 - 20.11.2023 10:00,173.61,173.61,EUR,Final,96,-6,Deficit,Final
20.11.2023 10:00 - 20.11.2023 11:00,161.9,161.9,EUR,Final,62,1,Deficit,Final
20.11.2023 11:00 - 20.11.2023 12:00,159.32,159.32,EUR,Final,73,4,Deficit,Final
20.11.2023 12:00 - 20.11.2023 13:00,154.49,154.49,EUR,Final,58,3,Deficit,Final
20.11.2023 13:00 - 20.11.2023 14:00,164.89,164.89,EUR,Final,123,1,Deficit,Final
20.11.2023 14:00 - 20.11.2023 15:00,176.32,176.32,EUR,Final,74,2,Deficit,Final
20.11.2023 15:00 - 20.11.2023 16:00,189.85,189.85,EUR,Final,59,-2,Deficit,Final
20.11.2023 16:00 - 20.11.2023 17:00,213.02,213.02,EUR,Final,58,-20,Deficit,Final
20.11.2023 17:00 - 20.11.2023 18:00,200.27,200.27,EUR,Final,11,6,Deficit,Final
20.11.2023 18:00 - 20.11.2023 19:00,195.97,195.97,EUR,Final,19,0,Deficit,Final
20.11.2023 19:00 - 20.11.2023 20:00,186.54,186.54,EUR,Final,5,8,Deficit,Final
20.11.2023 20:00 - 20.11.2023 21:00,160.73,160.73,EUR,Final,74,-2,Deficit,Final
20.11.2023 21:00 - 20.11.2023 22:00,149.81,149.81,EUR,Final,36,-2,Deficit,Final
20.11.2023 22:00 - 20.11.2023 23:00,151.27,151.27,EUR,Final,83,-9,Deficit,Final
20.11.2023 23:00 - 21.11.2023 00:00,137,137,EUR,Final,90,-3,Deficit,Final
21.11.2023 00:00 - 21.11.2023 01:00,143.85,143.85,EUR,Final,102,-5,Deficit,Final
21.11.2023 01:00 - 21.11.2023 02:00,137.48,137.48,EUR,Final,109,-14,Deficit,Final
21.11.2023 02:00 - 21.11.2023 03:00,129.13,129.13,EUR,Final,134,-26,Deficit,Final
21.11.2023 03:00 - 21.11.2023 04:00,121.12,121.12,EUR,Final,169,-3,Deficit,Final
21.11.2023 04:00 - 21.11.2023 05:00,124.36,124.36,EUR,Final,102,-10,Deficit,Final
21.11.2023 05:00 - 21.11.2023 06:00,133.64,133.64,EUR,Final,1,10,Deficit,Final
21.11.2023 06:00 - 21.11.2023 07:00,74.61,74.61,EUR,Final,23,-8,Surplus,Final
21.11.2023 07:00 - 21.11.2023 08:00,80.95,80.95,EUR,Final,25,-2,Surplus,Final
21.11.2023 08:00 - 21.11.2023 09:00,196.34,196.34,EUR,Final,17,12,Deficit,Final
21.11.2023 09:00 - 21.11.2023 10:00,190.88,190.88,EUR,Final,102,16,Deficit,Final
21.11.2023 10:00 - 21.11.2023 11:00,189,189,EUR,Final,26,16,Deficit,Final
21.11.2023 11:00 - 21.11.2023 12:00,188.05,188.05,EUR,Final,108,5,Deficit,Final
21.11.2023 12:00 - 21.11.2023 13:00,193.68,193.68,EUR,Final,28,21,Deficit,Final
21.11.2023 13:00 - 21.11.2023 14:00,192.88,192.88,EUR,Final,20,26,Deficit,Final
21.11.2023 14:00 - 21.11.2023 15:00,194.01,194.01,EUR,Final,107,0,Deficit,Final
21.11.2023 15:00 - 21.11.2023 16:00,84.93,84.93,EUR,Final,69,35,Surplus,Final
21.11.2023 16:00 - 21.11.2023 17:00,96.08,96.08,EUR,Final,179,60,Surplus,Final
21.11.2023 17:00 - 21.11.2023 18:00,102.14,102.14,EUR,Final,90,26,Surplus,Final
21.11.2023 18:00 - 21.11.2023 19:00,198.91,198.91,EUR,Final,9,9,Deficit,Final
21.11.2023 19:00 - 21.11.2023 20:00,79.41,79.41,EUR,Final,15,26,Surplus,Final
21.11.2023 20:00 - 21.11.2023 21:00,74.87,74.87,EUR,Final,22,28,Surplus,Final
21.11.2023 21:00 - 21.11.2023 22:00,154.73,154.73,EUR,Final,9,18,Deficit,Final
21.11.2023 22:00 - 21.11.2023 23:00,66.55,66.55,EUR,Final,7,28,Surplus,Final
21.11.2023 23:00 - 22.11.2023 00:00,137.26,137.26,EUR,Final,36,15,Deficit,Final
22.11.2023 00:00 - 22.11.2023 01:00,58.8,58.8,EUR,Final,29,27,Surplus,Final
22.11.2023 01:00 - 22.11.2023 02:00,57.01,57.01,EUR,Final,46,27,Surplus,Final
22.11.2023 02:00 - 22.11.2023 03:00,57.01,57.01,EUR,Final,36,24,Surplus,Final
22.11.2023 03:00 - 22.11.2023 04:00,55.2,55.2,EUR,Final,25,26,Surplus,Final
22.11.2023 04:00 - 22.11.2023 05:00,129.47,129.47,EUR,Final,30,16,Deficit,Final
22.11.2023 05:00 - 22.11.2023 06:00,132.48,132.48,EUR,Final,45,27,Deficit,Final
22.11.2023 06:00 - 22.11.2023 07:00,161.49,161.49,EUR,Final,52,16,Deficit,Final
22.11.2023 07:00 - 22.11.2023 08:00,192.32,192.32,EUR,Final,74,18,Deficit,Final
22.11.2023 08:00 - 22.11.2023 09:00,205.82,205.82,EUR,Final,199,-18,Deficit,Final
22.11.2023 09:00 - 22.11.2023 10:00,170.31,170.31,EUR,Final,110,28,Deficit,Final
22.11.2023 10:00 - 22.11.2023 11:00,143.81,143.81,EUR,Final,45,24,Deficit,Final
22.11.2023 11:00 - 22.11.2023 12:00,126.08,126.08,EUR,Final,100,27,Deficit,Final
22.11.2023 12:00 - 22.11.2023 13:00,112.58,112.58,EUR,Final,110,24,Deficit,Final
22.11.2023 13:00 - 22.11.2023 14:00,124.84,124.84,EUR,Final,39,29,Deficit,Final
22.11.2023 14:00 - 22.11.2023 15:00,162.8,162.8,EUR,Final,27,27,Deficit,Final
22.11.2023 15:00 - 22.11.2023 16:00,82.21,82.21,EUR,Final,11,21,Surplus,Final
22.11.2023 16:00 - 22.11.2023 17:00,86.01,86.01,EUR,Final,25,5,Surplus,Final
22.11.2023 17:00 - 22.11.2023 18:00,182.85,182.85,EUR,Final,130,-2,Deficit,Final
22.11.2023 18:00 - 22.11.2023 19:00,169.17,169.17,EUR,Final,42,29,Deficit,Final
22.11.2023 19:00 - 22.11.2023 20:00,155.82,155.82,EUR,Final,8,23,Deficit,Final
22.11.2023 20:00 - 22.11.2023 21:00,65.19,65.19,EUR,Final,29,23,Surplus,Final
22.11.2023 21:00 - 22.11.2023 22:00,128.53,128.53,EUR,Final,9,16,Deficit,Final
22.11.2023 22:00 - 22.11.2023 23:00,59.12,59.12,EUR,Final,204,80,Surplus,Final
22.11.2023 23:00 - 23.11.2023 00:00,46.78,46.78,EUR,Final,55,26,Surplus,Final
23.11.2023 00:00 - 23.11.2023 01:00,90.96,90.96,EUR,Final,56,21,Deficit,Final
23.11.2023 01:00 - 23.11.2023 02:00,64.47,64.47,EUR,Final,46,17,Deficit,Final
23.11.2023 02:00 - 23.11.2023 03:00,57.57,57.57,EUR,Final,69,6,Deficit,Final
23.11.2023 03:00 - 23.11.2023 04:00,42.18,42.18,EUR,Final,49,13,Deficit,Final
23.11.2023 04:00 - 23.11.2023 05:00,68,68,EUR,Final,43,8,Deficit,Final
23.11.2023 05:00 - 23.11.2023 06:00,125.78,125.78,EUR,Final,75,-22,Deficit,Final
23.11.2023 06:00 - 23.11.2023 07:00,161.99,161.99,EUR,Final,13,1,Deficit,Final
23.11.2023 07:00 - 23.11.2023 08:00,88.72,88.72,EUR,Final,10,22,Surplus,Final
23.11.2023 08:00 - 23.11.2023 09:00,92.23,92.23,EUR,Final,28,26,Surplus,Final
23.11.2023 09:00 - 23.11.2023 10:00,70.62,70.62,EUR,Final,82,26,Surplus,Final
23.11.2023 10:00 - 23.11.2023 11:00,61.21,61.21,EUR,Final,35,11,Surplus,Final
23.11.2023 11:00 - 23.11.2023 12:00,56.49,56.49,EUR,Final,69,9,Surplus,Final
23.11.2023 12:00 - 23.11.2023 13:00,54.71,54.71,EUR,Final,15,8,Surplus,Final
23.11.2023 13:00 - 23.11.2023 14:00,65.12,65.12,EUR,Final,67,9,Surplus,Final
23.11.2023 14:00 - 23.11.2023 15:00,76.8,76.8,EUR,Final,84,2,Surplus,Final
23.11.2023 15:00 - 23.11.2023 16:00,87.61,87.61,EUR,Final,49,-4,Surplus,Final
23.11.2023 16:00 - 23.11.2023 17:00,105.11,105.11,EUR,Final,8,-10,Surplus,Final
23.11.2023 17:00 - 23.11.2023 18:00,91.52,91.52,EUR,Final,57,4,Surplus,Final
23.11.2023 18:00 - 23.11.2023 19:00,80.21,80.21,EUR,Final,5,-2,Surplus,Final
23.11.2023 19:00 - 23.11.2023 20:00,161.55,161.55,EUR,Final,15,-5,Deficit,Final
23.11.2023 20:00 - 23.11.2023 21:00,158.45,158.45,EUR,Final,34,-4,Deficit,Final
23.11.2023 21:00 - 23.11.2023 22:00,135.76,135.76,EUR,Final,0,1,Balanced,Final
23.11.2023 22:00 - 23.11.2023 23:00,39.95,39.95,EUR,Final,10,9,Surplus,Final
23.11.2023 23:00 - 24.11.2023 00:00,45.21,45.21,EUR,Final,54,-15,Deficit,Final
24.11.2023 00:00 - 24.11.2023 01:00,29.2,29.2,EUR,Final,35,0,Deficit,Final
24.11.2023 01:00 - 24.11.2023 02:00,19.87,19.87,EUR,Final,22,-2,Deficit,Final
24.11.2023 02:00 - 24.11.2023 03:00,13.26,13.26,EUR,Final,7,-4,Deficit,Final
24.11.2023 03:00 - 24.11.2023 04:00,5.68,5.68,EUR,Final,1,-2,Deficit,Final
24.11.2023 04:00 - 24.11.2023 05:00,5.32,5.32,EUR,Final,11,-3,Surplus,Final
24.11.2023 05:00 - 24.11.2023 06:00,20.65,20.65,EUR,Final,27,1,Surplus,Final
24.11.2023 06:00 - 24.11.2023 07:00,48.82,48.82,EUR,Final,14,4,Surplus,Final
24.11.2023 07:00 - 24.11.2023 08:00,74.39,74.39,EUR,Final,30,0,Surplus,Final
24.11.2023 08:00 - 24.11.2023 09:00,179.47,179.47,EUR,Final,46,3,Deficit,Final
24.11.2023 09:00 - 24.11.2023 10:00,153.17,153.17,EUR,Final,49,-3,Deficit,Final
24.11.2023 10:00 - 24.11.2023 11:00,60.26,60.26,EUR,Final,9,-2,Surplus,Final
24.11.2023 11:00 - 24.11.2023 12:00,128.06,128.06,EUR,Final,51,2,Deficit,Final
24.11.2023 12:00 - 24.11.2023 13:00,136.65,136.65,EUR,Final,73,0,Deficit,Final
24.11.2023 13:00 - 24.11.2023 14:00,151.21,151.21,EUR,Final,80,-2,Deficit,Final
24.11.2023 14:00 - 24.11.2023 15:00,173.77,173.77,EUR,Final,66,-1,Deficit,Final
24.11.2023 15:00 - 24.11.2023 16:00,193.13,193.13,EUR,Final,87,-13,Deficit,Final
24.11.2023 16:00 - 24.11.2023 17:00,218.58,218.58,EUR,Final,53,-4,Deficit,Final
24.11.2023 17:00 - 24.11.2023 18:00,200.9,200.9,EUR,Final,7,-1,Deficit,Final
24.11.2023 18:00 - 24.11.2023 19:00,86.68,86.68,EUR,Final,34,-2,Surplus,Final
24.11.2023 19:00 - 24.11.2023 20:00,74.94,74.94,EUR,Final,41,-1,Surplus,Final
24.11.2023 20:00 - 24.11.2023 21:00,65.73,65.73,EUR,Final,17,-8,Surplus,Final
24.11.2023 21:00 - 24.11.2023 22:00,132.8,132.8,EUR,Final,2,8,Deficit,Final
24.11.2023 22:00 - 24.11.2023 23:00,53.06,53.06,EUR,Final,9,31,Surplus,Final
24.11.2023 23:00 - 25.11.2023 00:00,112.08,112.08,EUR,Final,2,5,Deficit,Final
25.11.2023 00:00 - 25.11.2023 01:00,46.84,46.84,EUR,Final,57,34,Surplus,Final
25.11.2023 01:00 - 25.11.2023 02:00,44.42,44.42,EUR,Final,67,29,Surplus,Final
25.11.2023 02:00 - 25.11.2023 03:00,43.24,43.24,EUR,Final,124,25,Surplus,Final
25.11.2023 03:00 - 25.11.2023 04:00,42.97,42.97,EUR,Final,65,20,Surplus,Final
25.11.2023 04:00 - 25.11.2023 05:00,41.99,41.99,EUR,Final,25,21,Surplus,Final
25.11.2023 05:00 - 25.11.2023 06:00,44.51,44.51,EUR,Final,54,20,Surplus,Final
25.11.2023 06:00 - 25.11.2023 07:00,47.89,47.89,EUR,Final,2,28,Surplus,Final
25.11.2023 07:00 - 25.11.2023 08:00,121.91,121.91,EUR,Final,28,8,Deficit,Final
25.11.2023 08:00 - 25.11.2023 09:00,132.01,132.01,EUR,Final,16,13,Deficit,Final
25.11.2023 09:00 - 25.11.2023 10:00,132.15,132.15,EUR,Final,37,21,Deficit,Final
25.11.2023 10:00 - 25.11.2023 11:00,53.5,53.5,EUR,Final,7,19,Surplus,Final
25.11.2023 11:00 - 25.11.2023 12:00,52.24,52.24,EUR,Final,36,26,Surplus,Final
25.11.2023 12:00 - 25.11.2023 13:00,121.46,121.46,EUR,Final,4,25,Deficit,Final
25.11.2023 13:00 - 25.11.2023 14:00,118.86,118.86,EUR,Final,62,23,Deficit,Final
